0.9988268670 0.0000000000
0.9988268670 0.0007122320
0.9988268670 0.0014244640
0.9968085455 0.0017068746
0.9943864413 0.0020449200
0.9914797268 0.0024492157
0.9879914085 0.0029324901
0.9838050578 0.0035097513
0.9787809137 0.0041986608
0.9727512031 0.0050199543
0.9655144977 0.0059977474
0.9568289789 0.0071601490
0.9464042736 0.0085393777
0.9338917471 0.0101725341
0.9188726838 0.0121011752
0.9008442680 0.0143719766
0.8801133898 0.0169249401
0.8593752359 0.0194181062
0.8386301184 0.0218526519
0.8178783227 0.0242296094
0.7971200859 0.0265496502
0.7763555777 0.0288128807
0.7555849809 0.0310195364
0.7348084005 0.0331691263
0.7140259181 0.0352608884
0.6932375926 0.0372937626
0.6724434525 0.0392662788
0.6516435174 0.0411767281
0.6308377659 0.0430227681
0.6100261713 0.0448017380
0.5892086974 0.0465105435
0.5683852988 0.0481455634
0.5475559436 0.0497028362
0.5267206009 0.0511778051
0.5058792538 0.0525654036
0.4850319178 0.0538599776
0.4641786474 0.0550552178
0.4433195501 0.0561440927
0.4224548087 0.0571188526
0.4015846968 0.0579708386
0.3807096088 0.0586904436
0.3598300872 0.0592672312
0.3389468648 0.0596894931
0.3180609201 0.0599439092
0.2971735474 0.0600155390
0.2762864455 0.0598874975
0.2554018389 0.0595404584
0.2345226520 0.0589518790
0.2136527461 0.0580955403
0.1927972854 0.0569400374
0.1719632899 0.0554469999
0.1511604599 0.0535690081
0.1304028821 0.0512439950
0.1097119504 0.0483878716
0.0891209662 0.0448841078
0.0686885212 0.0405534334
0.0510465850 0.0358623973
0.0366177383 0.0310453491
0.0249386207 0.0261177738
0.0156641888 0.0210624629
0.0085842323 0.0158380421
0.0036199428 0.0104432938
0.0008120401 0.0050188254
0.0000000000 0.0000000000
0.0008120401 -0.0050188254
0.0036199428 -0.0104432938
0.0085842323 -0.0158380421
0.0156641888 -0.0210624629
0.0249386207 -0.0261177738
0.0366177383 -0.0310453491
0.0510465850 -0.0358623973
0.0686885212 -0.0405534334
0.0891209662 -0.0448841078
0.1097119504 -0.0483878716
0.1304028821 -0.0512439950
0.1511604599 -0.0535690081
0.1719632899 -0.0554469999
0.1927972854 -0.0569400374
0.2136527461 -0.0580955403
0.2345226520 -0.0589518790
0.2554018389 -0.0595404584
0.2762864455 -0.0598874975
0.2971735474 -0.0600155390
0.3180609201 -0.0599439092
0.3389468648 -0.0596894931
0.3598300872 -0.0592672312
0.3807096088 -0.0586904436
0.4015846968 -0.0579708386
0.4224548087 -0.0571188526
0.4433195501 -0.0561440927
0.4641786474 -0.0550552178
0.4850319178 -0.0538599776
0.5058792538 -0.0525654036
0.5267206009 -0.0511778051
0.5475559436 -0.0497028362
0.5683852988 -0.0481455634
0.5892086974 -0.0465105435
0.6100261713 -0.0448017380
0.6308377659 -0.0430227681
0.6516435174 -0.0411767281
0.6724434525 -0.0392662788
0.6932375926 -0.0372937626
0.7140259181 -0.0352608884
0.7348084005 -0.0331691263
0.7555849809 -0.0310195364
0.7763555777 -0.0288128807
0.7971200859 -0.0265496502
0.8178783227 -0.0242296094
0.8386301184 -0.0218526519
0.8593752359 -0.0194181062
0.8801133898 -0.0169249401
0.9008442680 -0.0143719766
0.9188726838 -0.0121011752
0.9338917471 -0.0101725341
0.9464042736 -0.0085393777
0.9568289789 -0.0071601490
0.9655144977 -0.0059977474
0.9727512031 -0.0050199543
0.9787809137 -0.0041986608
0.9838050578 -0.0035097513
0.9879914085 -0.0029324901
0.9914797268 -0.0024492157
0.9943864413 -0.0020449200
0.9968085455 -0.0017068746
0.9988268670 -0.0014244640
0.9988268670 -0.0007122320
0.9988268670 0.0000000000
